sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48
YLR310C	0.018294	-0.014666	-0.112729	-0.021139	0.249664	0.03483	-0.024519	0.065707	0.124162	1.448563	-0.447882	-0.105642	-0.460028	-0.429327	-0.44281	0.018868	-0.222603	-0.02558	-0.119949	-0.084971	-0.349899	0.013778	0.201847	-0.083849	-0.200576	-0.036409	0.115313	0.016353	0.188402	0.246365	0.232657	0.219756	0.018071	-0.261169	-0.192523	-0.420376	-0.454998	-0.463543	-0.276692	-0.299377	0.1176	0.026447	0.031036	-0.060966	-0.403932	0.038976	0.058964	-0.114045
YEL029C	0.155445	-0.641583	0.235292	0.573348	-0.360185	0.050985	-0.184671	-0.370461	0.102109	-0.274222	0.130695	0.292994	-0.047633	0.242196	0.393155	-0.730118	0.025117	0.088573	0.152738	0.435305	-0.325769	0.26759	0.19642	0.178391	-0.76317	0.065319	0.090732	0.344531	0.189862	0.367613	0.213529	-0.101625	-0.610885	0.265484	0.275647	-0.113154	-0.007416	0.104069	-0.123387	0.146751	-0.099648	0.066696	-0.42188	-0.310708	0.132699	0.18627	0.18715	0.069646
YOR215C	-0.505856	-0.180772	-0.256683	-0.262634	0.114892	0.317421	0.305015	0.070083	0.409313	0.434615	0.587497	0.470414	0.224825	0.324562	-0.188937	-0.206268	-0.040649	-0.335242	0.271916	0.725257	0.452749	0.072754	-0.093441	-0.035283	-0.150405	-0.365877	-0.298589	-0.130003	-0.030252	0.007055	0.336117	0.14308	0.389673	0.780251	0.572164	0.16885	0.321991	0.075179	-0.031624	0.141793	-0.353082	-0.246235	0.380595	0.326378	0.340258	0.233207	0.203241	-0.054359
YMR048W	0.267199	0.4302	-0.146997	-0.451264	-0.466996	-0.641583	-0.349899	-0.211107	-0.207439	-0.047843	0.124867	0.359715	0.565127	0.08736	-0.168942	-0.299377	-0.502151	-0.273845	-0.296818	-0.116754	0.056127	0.154194	0.242465	0.166239	0.215897	0.15919	-0.163285	-0.48918	-0.571078	-0.600805	-0.419591	-0.32764	-0.008575	-0.052589	0.155445	0.362248	0.402478	0.072754	0.008279	-0.32764	-0.34139	-0.30256	-0.042234	-0.041255	0.047202	0.231751	0.173331	0.357018
YFR034C	0.479787	0.465692	0.603725	0.098815	0.109121	-0.244659	-0.100563	-0.147436	-0.182314	-0.01736	-0.190371	0.130224	0.393155	-0.234103	-0.171586	-0.241804	0.082388	-0.158599	-0.093892	-0.005757	0.350719	-0.454998	0.045324	0.13712	0.914259	0.288839	0.100181	0.247953	0.056127	-0.29782	-0.22752	-0.367026	-0.239633	-0.307255	-0.368524	-0.053195	0.26623	0.006876	0.052759	-0.115588	-0.184388	0.02951	0.204482	-0.269965	0.894186	0.133635	0.396379	-0.012541
YOL114C	-0.128058	-0.481418	0.284452	-0.040077	0.223903	0.479787	-0.078502	-0.158328	-0.294713	-0.272016	-0.186594	-0.083007	0.098815	-0.065544	-0.126655	0.051804	1.033227	-0.425667	0.648576	0.00473	0.012795	0.589236	-0.34139	-0.32806	0.088573	-0.051332	-0.123222	0.221257	0.011721	-0.107149	-0.092823	-0.225405	-0.541665	0.235931	0.15919	0.183493	0.040507	0.497747	0.208283	0.284452	0.120095	-0.344576	0.146751	-0.12456	-0.028445	-0.298589	-0.23518	-0.200972
YMR075W	0.207397	0.318351	-0.098568	-0.244329	-0.38605	-0.23243	0.004925	-0.174246	-0.135038	0.043352	0.26018	-0.045065	0.032299	-0.007802	0.006442	-0.32935	0.007597	-0.032036	0.170269	-0.099444	0.024289	0.761667	0.859927	0.509357	-0.141642	0.135249	-0.049321	-0.376236	-0.494288	-0.272399	0.019515	0.120994	-0.083007	0.098424	0.123899	0.25569	0.042963	0.044909	0.027663	-0.292324	-0.098377	-0.010143	0.02625	0.199483	-0.123901	0.831276	0.74777	0.511834
YHR179W	0.055556	0.02194	0.034442	-0.138695	-0.529396	-0.299774	-0.42787	-0.296818	-0.198135	-0.075362	0.024921	0.282558	0.371748	0.523433	0.466614	0.611712	0.386259	0.424323	0.161121	0.16885	0.193442	0.4195	0.295966	0.429331	-0.108834	0.088573	0.14001	-0.105401	-0.258924	-0.274593	-0.354966	-0.224261	-0.294713	-0.275391	0.070321	0.148462	0.278274	0.458121	0.710135	0.544122	0.4302	0.302227	0.213823	0.223601	0.115506	0.28819	0.333635	0.452749
YDR279W	0.27912	-0.046995	-0.269965	-0.551447	-0.726793	-0.780045	-0.311885	-0.310045	0.17764	-0.015415	0.193969	0.237082	0.153669	-0.064664	-0.283527	-0.48461	-0.557682	-0.603948	-0.475664	-0.269217	0.030069	-0.017605	0.073949	-0.162221	0.04636	0.102316	-0.271623	-0.628649	-0.687626	-0.720796	-0.417747	-0.130745	-0.060628	-0.01352	0.345574	0.208283	0.009864	-0.01987	-0.547108	-0.605706	-0.412685	-0.536667	-0.214159	-0.225405	-0.085497	0.024503	-0.122169	0.067881
YDL123W	0.390819	-0.100792	0.011167	0.45038	0.133181	-0.097203	0.390819	-0.090142	0.593735	-0.204508	-0.007802	0.250698	-0.081264	0.025768	0.176266	-0.392746	0.169108	0.398823	0.608359	0.220951	-0.106723	-0.433197	-0.367584	0.318351	0.282899	-0.085329	-0.299774	0.171652	0.281354	0.259537	-0.161764	-0.236461	-0.536667	0.125592	0.355384	0.551558	-0.32935	-0.195777	-0.071299	-0.225129	-0.496517	-0.464271	-0.352615	0.111231	0.37115	0.237996	0.140673	-0.104688
YML130C	0.04023	0.45038	0.523433	0.337293	0.207996	-0.063547	0.648576	0.659109	0.432289	0.961076	0.697189	0.690777	0.733441	0.907566	1.010631	0.773064	0.520198	0.125168	0.650456	0.508365	0.61343	0.410915	0.448934	0.701822	0.013971	0.463472	0.321043	0.207702	0.051804	0.331313	0.425907	0.761667	0.874535	0.878609	0.894186	0.788074	0.672439	1.054135	1.222245	1.123481	0.925492	0.593735	0.719607	0.961076	0.392485	0.914259	0.61343	0.722527
YKR102W	-0.130003	-0.024126	-0.310045	0.874535	-0.056395	-0.096544	0.043556	0.078146	-0.038231	-0.23611	-0.057531	0.038398	-0.207803	-0.027904	-0.615928	0.182876	-0.078847	0.239979	0.132322	0.276069	-0.191971	-0.463543	-0.284601	-0.73944	-0.293426	-0.01858	-0.102533	-0.272399	-0.063547	-0.052798	0.003109	0.247953	0.648576	0.104718	0.089817	-0.180269	-0.473857	0.120994	-0.021139	-0.12456	0.395355	0.30181	-0.130484	0.048946	-0.585625	0.406701	-0.530567	-0.129532
YOR295W	0.18082	0.433682	0.157411	0.407937	0.059887	0.092856	-0.089365	0.403642	0.02625	-0.221348	0.088998	-0.020271	0.095141	0.480835	-0.196292	0.075367	-0.094063	0.36601	-0.003801	-0.054565	0.271916	-0.615928	-0.293426	0.220069	0.299022	0.03215	0.064267	0.328319	-0.168692	0.196657	0.242196	0.047202	-0.252602	-0.249873	-0.454038	0.175739	0.034442	0.4195	0.045956	0.096383	0.117371	-1.29921	-0.247901	0.173771	-0.140494	-0.097805	-0.148913	-0.030785
YGR011W	0.377864	0.227989	0.195923	0.124867	0.094934	0.111859	-0.082648	-0.163763	0.021418	-0.630653	0.06216	0.001134	0.160924	-0.177567	0.013971	0.151965	-0.221348	-0.240902	-0.476767	-0.342797	-0.387194	-0.344136	-0.435233	-0.090142	0.342992	0.186889	0.312022	0.131753	0.761667	-0.12479	-0.187143	0.968228	0.492372	0.018868	0.0293	-0.306801	-0.098377	0.132535	-0.097203	-0.073443	-0.014424	0.078146	-0.099648	-0.203969	-0.352099	-0.238517	-0.351688	-0.345156
YMR245W	0.195185	0.051183	0.154378	0.437519	0.068576	0.247691	-0.052798	0.028684	0.105484	0.277157	0.176266	-0.29177	-0.171586	0.102508	0.228618	0.056347	0.103679	-0.248233	0.104314	-1.125666	0.178647	-0.004542	-0.010348	0.414945	0.156456	0.093809	0.189862	0.126561	0.248857	-0.182838	-0.228467	-0.050927	-0.380669	-0.063094	0.328715	0.053747	0.395904	0.233207	-0.40541	0.049715	-0.050927	-0.23611	-0.880262	-0.108169	0.096955	-0.212515	-0.608906	0.205097
YBL030C	-0.295036	-0.352099	-0.131896	-0.274593	-0.389616	-0.505856	-0.766297	-0.032249	-0.70085	-0.599378	-0.726793	-0.337674	-0.705899	-0.416513	-0.720796	-0.748115	-0.53248	-0.741783	-1.02083	-1.257555	-0.62501	-0.822042	-0.30256	-0.25564	0.12737	0.102735	-0.27131	-0.257939	-0.439955	-0.673354	-0.417046	-0.571078	-0.478614	-0.579133	-0.8179	-0.534587	-0.560703	-0.885161	-0.906266	-1.040627	-0.86981	-0.957401	-0.822042	-1.092723	-0.52413	-0.565006	-0.12588	-0.637021
YCR057C	0.038211	0.255255	0.259537	0.448934	0.420578	0.504336	-0.003259	0.288561	0.404387	0.159799	0.485329	0.274576	0.180217	0.639539	0.794724	0.820298	0.212052	0.574921	0.52454	0.202984	-0.073443	0.211511	0.130695	0.562091	-0.403133	0.038398	0.707672	0.4694	0.384542	0.333635	0.069008	0.216508	0.463472	0.208283	0.494051	-0.698627	0.442722	0.936782	0.722527	0.690777	0.432998	0.714948	0.650456	0.478458	0.169313	0.368268	0.124602	0.611712
YGR097W	-0.426372	-0.635083	-0.726793	-0.11092	-0.461691	-0.378258	-0.500914	-0.510014	-0.374979	-0.172757	-0.147231	-0.030603	0.288839	0.210954	0.08451	0.070535	-0.166774	-0.299377	-0.172033	-0.149153	-0.188429	0.349318	0.430899	0.174495	-0.315398	-0.639393	-0.608906	-0.407413	-0.22935	-0.493432	-0.444423	-0.400092	-0.266505	-0.354077	0.009195	0.063879	0.051183	0.152973	0.268516	-0.133272	-0.190371	-0.251934	-0.308759	-0.015661	-0.075157	0.388385	0.373034	0.314171
YPL165C	-0.385448	-0.392298	-0.324158	-0.249569	-0.042694	0.149998	-0.116061	0.302227	0.348358	0.096383	0.454545	0.440411	0.295966	0.383223	0.214393	0.641758	0.221541	0.489276	0.487135	0.248565	0.354371	0.375992	-0.469188	0.140244	0.057289	-0.499778	-0.252602	-0.270933	0.022562	0.135469	0.259867	0.390819	0.411652	0.506295	0.380595	0.115313	0.035063	-0.094971	0.307027	0.694223	0.646453	0.451121	0.073511	0.200886	0.077306	0.48617	0.313366	0.318753
YPL265W	0.171199	-0.079298	-0.813838	-0.607231	-0.39865	-0.444423	0.095775	-0.16251	-0.068797	0.203899	0.194166	0.219756	-0.246235	-0.028809	-0.068018	-0.328895	-0.400092	-0.521928	-0.533346	-0.337674	-0.40541	-0.001281	0.211765	-0.256683	0.148187	-0.265898	-0.776748	-0.623028	-0.403133	-0.370461	-0.171586	-0.095197	0.145284	0.102735	0.05291	0.070758	-0.150213	-0.305828	-0.389616	-0.317385	-0.300307	-0.615928	-0.810169	-0.660447	-0.678152	0.117371	0.200475	-0.250576
YBL025W	0.155893	0.74174	0.362809	-0.158146	-0.192266	0.109962	-0.004849	0.186889	0.181476	0.054741	-0.282032	-0.216828	-0.130271	-0.538009	-0.245287	-0.28317	-0.042234	0.213157	0.26759	-0.279854	-0.157203	0.233555	0.655117	-0.227825	-0.380155	0.230446	-0.063774	0.340258	0.085588	0.221884	0.087725	-0.689599	-0.38283	0.434615	-0.253613	0.18627	-0.05885	0.11013	-0.384387	0.050157	0.023351	-0.135817	0.230446	-0.503406	0.338876	-0.076918	0.472571	0.189474
YMR117C	0.235931	0.399906	0.324174	0.473492	-0.114045	-0.172033	-0.147436	-0.615928	-0.417747	-0.036206	-0.241804	-0.249213	0.046987	0.14001	-0.046053	0.015499	0.084339	-0.271623	-0.170868	-0.091863	-0.245651	-0.374979	0.428814	0.556165	-0.215714	0.344531	0.221884	0.20475	-0.098568	-0.163763	-0.209304	-0.628649	-0.724019	-0.345156	0.113432	-0.019098	0.294637	0.253694	0.1321	0.188678	-0.087959	-0.026149	-0.267983	-0.628649	0.30385	0.08053	0.214096	0.20645
YNL305C	0.145785	0.051356	-0.134105	-0.1836	-0.126827	-0.365877	0.529637	0.048025	0.018868	-0.177567	-0.724019	-0.318756	0.060743	-0.188937	-0.139067	-0.352099	0.094233	0.298255	-0.107659	0.363268	-0.962604	-0.286245	-0.01858	-0.192266	0.202667	-0.134829	-0.565006	-0.145885	-0.110029	-0.011498	0.077082	-0.122169	-0.010348	0.305819	-0.014424	-0.063336	0.122742	0.09617	-0.394739	-0.567715	-0.844434	-0.153777	-0.3511	-0.75406	-0.188937	-0.001668	0.099859	-0.221048
YIL084C	-0.006342	-0.027509	0.222788	0.290006	0.088998	-0.122362	-0.117886	0.127164	-0.442035	0.104069	-0.160584	0.199483	0.33791	-0.040303	0.579343	0.141124	0.496876	0.106733	0.136834	0.627767	0.694223	0.153941	0.333224	0.537155	0.40047	0.166239	0.276367	0.431479	-0.149437	0.014774	0.065464	-0.286245	-0.770261	-0.254962	-0.161001	-0.151949	0.722527	0.067456	0.259867	-0.098568	-0.100113	0.098651	0.297701	-0.072556	0.512989	0.421309	0.499576	0.313716
YAL007C	0.259242	0.051613	0.028684	-0.119949	-0.322407	-0.423545	-0.466035	-0.516872	-0.468039	0.116674	-0.140025	0.216776	0.235568	0.320187	0.304217	0.058394	-0.316328	-0.733734	-0.411398	-0.046185	0.088368	-0.063547	-0.244659	0.305428	0.156128	0.366493	0.073289	-0.055423	-0.317941	-0.248233	-0.641583	-0.533346	-0.292324	-0.193962	0.065707	0.256387	0.531924	0.441924	0.202667	-0.001477	-0.29782	-0.313742	-0.425667	-0.236461	-0.124105	-0.269965	-0.187428	0.135963
YJR039W	-0.614163	-0.68024	-0.628649	-0.645709	-0.835699	-0.454038	-0.939004	-0.48461	-0.504607	-0.687626	-0.612522	0.032911	-0.455571	-0.250865	-0.536667	-0.802481	-0.414216	-0.589088	0.023351	-0.333455	-0.13696	0.067292	-0.052992	-0.085329	-0.454038	-0.547108	-0.621517	-0.705899	-0.577489	-0.426372	-0.741783	-0.175924	-0.221992	-0.682763	-0.565006	-0.628649	-0.500914	-0.347189	0.069646	-0.403133	-0.084574	-0.083849	0.272361	-0.009953	-0.511184	0.201537	0.156925	-0.169172
YDL128W	0.566832	0.663247	0.184613	0.017276	0.126004	0.681012	0.68306	1.043569	0.930202	0.874535	0.672439	0.615333	0.245735	0.230824	0.1854	0.03774	0.600351	0.685504	0.212052	0.3982	0.418912	0.327214	0.414262	0.213823	0.432998	0.602223	0.24439	0.246365	0.499576	0.657173	0.790849	0.848826	1.00471	0.954612	0.670375	0.520198	0.357018	-0.000859	-0.201523	-0.140786	-0.021139	0.302645	0.34212	0.546493	0.518971	0.429331	0.316096	0.163358
YNL081C	0.312847	0.198586	0.059182	0.041058	-0.301115	0.134994	0.306162	0.353836	0.551558	0.281776	0.109702	0.202342	-0.004341	-0.451264	-0.169486	-0.865021	-0.53575	-0.226097	0.044142	0.054741	-0.222348	0.002952	-0.042861	-0.252602	-0.25327	0.271521	0.043147	0.071795	-0.046053	0.235292	0.170269	-0.028809	-0.086574	0.544122	0.129084	0.254965	0.382527	-0.179522	-0.730118	-0.500914	-0.411398	-0.33821	-0.051332	-0.284323	-0.013152	0.045324	-0.010348	-0.217327
YOL005C	0.349318	0.18082	-0.337173	-0.065087	-0.237916	-0.292979	-0.268381	-0.409967	-0.221348	-0.018174	-0.283527	-0.313742	-0.244329	-0.023817	-0.063547	-0.240902	0.243772	-0.199759	-0.202317	-0.285517	-0.116959	-0.826808	-0.840058	-0.560703	-0.131395	0.304629	-0.22935	-0.0375	-0.012949	0.051613	-0.362322	-0.410543	-0.293815	-0.128491	-0.154597	0.022562	-0.101424	-0.043006	-0.20338	0.144849	0.046551	-0.248233	-0.345536	-0.918208	-0.175665	0.041577	-1.235094	-0.531396
YDR344C	0.214096	0.169866	0.547861	-0.361816	-0.518281	-0.137182	-0.036409	-0.043531	0.051804	0.641758	0.135469	-0.292324	0.178391	0.11847	0.083531	0.183777	0.228618	0.4694	0.212325	-0.062026	-0.323721	0.733441	0.277157	0.406701	0.197759	0.249939	-0.143902	0.141793	0.168305	0.251725	0.313366	-0.135817	0.125168	0.439412	0.425093	0.232043	-0.048179	-0.373241	-0.052992	0.330085	-0.493432	0.000418	-0.362818	-0.217144	0.395355	0.452749	0.697189	0.159412
YNL123W	-0.085112	0.233207	0.394534	1.324023	0.74174	0.412267	-0.046583	0.150683	-0.068204	0.084946	-0.493432	0.207996	0.213823	0.291881	0.244779	0.529637	0.687948	0.4195	0.217405	0.24439	-0.089958	0.348835	0.369523	0.232043	-0.343671	0.047819	0.457226	0.515445	0.530698	0.314619	0.221257	0.196217	0.242196	-0.00186	0.063137	-0.07672	0.139253	0.425093	0.425907	0.587497	0.848826	0.454545	0.140422	0.459123	0.148462	0.069008	0.083073	0.343852
YGR001C	-0.430182	-0.310045	-0.574292	-0.171101	0.005475	0.034619	-0.179876	-0.077362	-0.414873	-0.15964	-0.2608	-0.221348	0.277157	-0.146285	0.108359	0.452749	-0.037687	-0.112968	0.382527	-0.228734	0.407937	-0.102105	-0.165021	-0.469975	-0.479568	-0.344136	-0.531396	-0.22656	-0.433197	0.237412	0.482801	0.374855	-0.055187	0.332724	0.017468	0.20066	-0.265565	-0.114987	-0.482474	0.256795	-0.196557	0.011567	0.025329	0.437519	0.314171	-0.64347	-0.174489	-0.156871
YBR048W	0.007396	0.026055	0.043556	1.287663	-0.219822	-0.134105	0.096572	-0.014034	-0.181274	-0.02486	-0.020271	0.17895	-0.318233	-0.273126	-0.27131	-0.191397	0.049324	-0.140786	-0.15242	-0.019694	0.047423	-0.129163	-0.087959	-0.125005	0.045956	-0.031402	-0.040846	0.00932	0.011567	0.066267	0.104499	0.177899	0.12737	0.132958	0.158792	-0.110488	-0.110677	-0.081792	-0.149705	-1.385994	-0.138079	-0.169772	0.021748	-0.068355	0.15919	-0.048924	0.00603	-0.135817
YLL009C	-0.105904	-0.029002	-0.095378	-0.222603	-0.127787	-0.003064	-0.109766	0.018665	-0.332152	-0.196292	-0.036206	-0.365346	-0.217327	-0.455571	-0.64798	-0.499778	-0.931355	-0.822042	-0.748115	-0.454998	-0.662616	-0.912563	-0.826808	-0.53575	-0.069352	0.013778	-0.010143	-0.246235	-0.15242	-0.087959	-0.232777	0.248263	0.238365	-0.177567	-0.189383	-0.183075	-0.529396	-0.587156	-0.617488	-0.547108	-0.409366	-0.394739	-0.560703	-0.19897	-0.733734	-0.572669	-0.791436	-0.64798
YNR058W	-0.026149	-0.018028	-0.017854	-0.18617	-0.001668	-0.349899	-0.70085	0.024684	0.005655	-0.691667	-0.094317	0.1321	0.18082	-0.126655	0.017468	0.303017	-0.497789	-0.174246	-0.061378	-0.527036	-0.073891	-0.060179	-0.906266	-0.574292	0.181206	-0.333903	-0.071299	-0.060813	-0.166513	-0.177567	-0.423545	-0.120808	0.007934	-0.029002	-0.340967	-0.401324	-0.64798	-0.142543	0.226476	0.573348	0.085405	0.137585	0.072346	-0.023011	-0.202827	-0.203671	0.605267	-0.048722
YMR141C	-0.381414	-0.284601	-0.475664	-0.143309	-0.173797	0.228618	0.233207	-0.121793	0.579343	-0.107149	-0.132605	0.051183	0.170711	-0.005409	0.394534	-0.273126	0.3417	0.22595	0.015499	-0.100297	0.12737	-0.444423	-0.444423	-0.317941	-0.826808	-0.550115	-0.345156	-0.079499	0.320187	-0.135038	0.184221	-0.003801	-0.389616	-0.426372	-0.285517	-0.178067	0.365001	0.485329	-0.318756	0.141315	0.045324	0.190105	-0.182838	-0.24717	0.206701	-0.035283	0.274576	-0.263006
YLR210W	-0.11092	0.305428	0.17528	0.144849	-0.075157	-0.337173	-0.424185	-0.304241	-0.354966	-0.418448	-0.316921	-0.255987	0.114892	0.313716	0.398823	0.199187	-0.106512	-0.346717	-0.23518	-0.68024	-0.551447	-0.158146	-0.091026	-0.140786	-0.105642	0.216508	0.359715	0.197759	0.030288	-0.30468	-0.575788	-0.32935	-0.344136	-0.505856	-0.47762	-0.295436	-0.248233	0.393925	0.293465	0.218012	-0.181274	0.035902	-0.289113	-0.223667	-0.744593	-0.196292	0.226228	0.212325
YJL199C	0.282558	-0.278813	-0.08955	-0.083849	-0.134337	0.277881	0.015499	-0.112286	0.150216	0.45038	-0.364015	-0.000228	0.276778	-0.251934	0.334526	-0.240515	0.031737	-0.64347	0.420078	0.217082	-0.540459	0.06511	-0.076918	0.260511	-0.447882	-0.116323	-0.357741	0.114396	0.146988	-0.101858	0.28519	0.025768	0.284452	0.12949	-0.368037	-0.207439	0.220617	0.569083	0.45038	0.40047	0.155661	-0.76317	0.032299	-0.158824	0.235931	-0.004341	0.338378	0.219194
YER004W	0.528259	0.53337	0.16161	-0.062026	0.060309	0.443468	0.783869	0.154896	0.4302	0.170046	0.16188	-0.00764	-0.196557	-0.212884	-0.352615	-0.111162	-0.148913	0.16753	0.061952	0.028896	0.761667	0.0833	-0.098568	0.157184	0.261416	0.496876	0.063488	0.069241	0.099859	0.518971	0.74777	0.407408	0.235292	0.141549	0.007597	-0.069947	-0.041702	-0.300307	-0.352099	-0.452188	-0.280567	0.129993	0.179211	0.123191	0.153418	-0.198406	-0.128491	-0.386593
YJL084C	-0.008419	-0.052212	-0.377646	-0.239933	0.190105	-0.906266	0.247953	0.015337	0.382527	0.113432	0.007597	-0.214827	-0.552592	-0.182052	0.312022	0.169108	-0.032786	0.428122	0.317077	0.182437	-0.002867	-0.246235	0.049715	0.087157	-0.582466	-0.221348	-0.397296	-0.300763	0.033787	0.422814	0.3982	0.295089	0.273479	0.449502	0.160924	-0.039333	-0.202317	-0.314105	-0.113386	-0.101625	0.193969	0.378938	0.16885	0.511834	0.220319	0.217778	-0.083849	0.060565
YPR007C	-0.016508	-0.089958	-0.105642	-0.585625	-0.087959	-0.331216	-0.28317	-0.180505	-0.312861	-0.971339	0.048574	-0.190371	0.08451	-0.111325	-0.058047	0.098815	-0.08196	0.032911	0.076695	-0.407985	0.052194	-0.048179	-0.416513	-0.123901	0.147932	-0.173797	0.282558	-0.034067	-0.080646	0.108855	-0.204829	0.225401	0.142102	-0.212515	-0.223942	-0.589088	-0.657929	-0.297383	0.020863	0.310665	0.592061	-0.113569	0.569083	0.082643	-0.429327	0.4694	0.260817	-0.096087
YOR346W	0.507356	0.454545	0.530698	0.376598	0.901446	0.74491	0.714948	0.617387	0.186558	0.206182	0.406701	0.3066	0.557797	0.593735	0.652609	0.694223	-0.175242	0.710135	0.914259	1.074287	0.650456	0.120778	0.285484	0.312377	0.436011	0.200475	0.159412	0.722527	0.685504	0.704807	0.562091	0.576095	0.293751	0.428122	-0.005223	0.4195	0.661313	0.42671	0.97404	0.954612	1.195862	0.815615	1.250893	0.954612	0.710135	0.443468	0.340258	0.416368
YEL063C	0.243164	0.416878	0.24439	0.650456	0.303441	0.448209	0.768677	0.602223	0.836142	-0.15559	0.309107	0.362809	0.361756	0.58589	0.697189	1.507983	0.807528	0.768677	0.53337	0.425907	0.617387	0.968228	0.884428	0.667453	-0.447192	0.282558	-0.025233	0.576095	0.323335	0.655117	0.697189	0.627767	0.57067	0.574921	0.754125	0.498584	0.566832	0.568156	0.639539	0.34989	0.790849	0.458121	0.365511	0.299398	0.531924	0.511834	0.620889	0.864306
YDR502C	-0.368524	-0.383914	-0.288106	-0.331655	-0.270587	0.251032	0.30181	-0.048025	-0.086771	0.108359	0.15247	0.493263	0.412267	0.504336	0.200886	0.262092	0.333635	0.544122	0.485329	0.317077	0.501811	0.410104	0.268516	0.038596	-0.106512	-0.42787	-0.468039	-0.307255	0.07437	0.348358	0.149581	-0.022643	-0.095912	-0.054565	0.156925	0.407937	0.384542	0.501811	0.254321	0.264806	0.367004	0.622689	0.606742	0.435305	0.296396	0.404387	0.268215	0.105719
YFR033C	-0.075157	0.012156	-0.106342	-0.27909	-0.336263	-0.158824	-0.030075	-0.261169	-0.71805	-0.020088	-0.28317	-0.70085	-0.56953	-0.485334	-0.780045	-0.575788	-0.660447	-0.831188	-0.173207	-0.53575	-0.240902	-0.621517	-1.218039	-0.939004	0.243465	0.153941	-0.096544	-0.166997	-0.286801	-0.181589	-0.219822	-0.157634	-0.389122	-0.309194	-0.553792	-0.333903	-0.323721	-0.687626	-0.712223	-0.673354	-0.458296	-0.340531	-0.31105	-0.272399	-0.458296	-0.854538	-0.516872	-0.784028
YML100W-A	0.046774	-0.080231	0.10649	-0.075929	-0.076918	0.186889	-0.234103	0.279433	-0.033818	-0.541665	-0.001477	-0.021438	-0.120808	0.126816	-0.081264	0.031572	-0.014034	-0.033818	0.446908	-0.31922	-0.59083	-0.339337	-1.257555	-0.226097	0.160728	-0.026756	-0.393385	-0.482474	-0.751164	-0.191971	0.206182	0.399386	0.178647	0.119652	0.094934	-0.0375	0.083675	0.171414	0.067658	0.208508	-0.029726	0.109121	0.164949	-0.175924	-0.232777	-0.070619	-0.242852	-0.023587
YDR022C	-0.111162	-0.144439	-0.298266	0.262731	-0.293815	-0.437718	-1.040627	-0.511184	-0.435876	0.02663	-0.187143	-0.370461	-0.22656	0.214096	0.018071	0.135249	0.24102	-0.106723	-0.020271	-0.239339	0.03352	-0.257407	-0.240515	0.035213	-0.376999	-0.112286	-0.207099	-0.06223	-0.400092	-0.192266	-0.321205	-1.02083	-0.322025	-0.167395	-0.400092	0.099859	-0.095378	0.446001	0.045506	0.216218	-0.540459	-0.084971	-0.62501	-0.447882	-0.082648	-0.741783	-0.065087	-0.160306
YOR189W	-0.226097	0.021748	-0.075547	-0.033022	1.195862	-0.488354	-0.041011	0.179703	0.059887	0.086929	-0.38283	-0.069739	0.327717	-0.583913	0.003928	0.142847	-0.1836	-0.364015	-0.140233	0.048746	-0.028809	-0.180269	-0.132605	0.210699	-0.512498	0.040095	-0.106723	-0.227825	-0.213559	0.025329	-0.070395	0.164949	-0.238788	0.307868	0.115132	-0.170582	0.536103	-0.22752	0.202984	0.189862	-0.124105	-0.211933	-0.253613	0.041932	-0.200972	-0.022011	-0.626833	-0.306801
YKR037C	0.190611	0.521373	0.142102	0.040722	-0.222348	-0.314495	-0.299774	-0.457389	-0.813838	-0.112537	-0.107925	0.05806	0.167272	0.177125	0.151719	0.012608	-0.046995	-0.143589	-0.784028	-0.481418	-0.451264	-0.033596	-0.009953	0.041577	0.412267	0.484406	0.165202	-0.133971	-0.308183	-0.437718	-0.435233	-0.314997	-0.301786	-0.322845	-0.146757	-0.095912	0.246077	0.190359	0.116221	-0.002539	-0.135247	-0.449645	-0.511184	-0.531396	-0.172958	-0.122717	0.04576	0.134994
YNL141W	0.156128	0.043352	0.553288	0.859927	0.581071	0.407937	0.211765	0.323335	0.470414	0.228886	0.355384	0.269618	0.389673	0.539816	0.632955	0.884428	1.222245	0.783869	0.283325	0.178167	0.074166	0.164192	0.109702	0.427455	0.048388	-0.072816	0.463472	0.907566	0.547861	0.278274	0.19316	-0.025403	0.028446	0.062933	0.091124	0.134299	0.520198	0.596586	0.854054	0.859927	0.699104	0.652609	0.433682	0.362248	0.26018	0.052759	-0.002539	0.489276
YHR159W	0.272361	0.522287	0.145089	-0.181821	-0.324537	-0.406052	-0.211736	0.133635	0.325003	0.670375	0.292279	0.341167	0.283325	-0.023587	-0.068964	-0.252254	-0.494288	-0.408831	-0.179522	-0.077153	0.221541	0.16779	0.078369	0.074732	0.353836	0.416878	0.152224	-0.239339	-0.286245	-0.305015	0.008279	0.267199	0.490124	0.322901	0.176266	0.494051	0.107195	-0.077845	-0.544069	-0.261486	-0.196867	-0.444995	-0.009772	-0.068018	0.391304	0.031206	0.172847	0.252635
